Date,JPM,V,MA,PYPL,XYZ,COIN,HOOD,AFRM
2024-04-23,184.2025146484375,270.0589599609375,457.4110412597656,64.08736419677734,75.20999908447266,236.42999267578125,17.6200008392334,32.7599983215332
2024-04-24,185.1036834716797,270.9555358886719,457.0947570800781,64.49517822265625,74.02999877929688,224.3699951171875,17.309999465942383,32.08000183105469
2024-04-25,185.38169860839844,271.0934753417969,456.70928955078125,63.759117126464844,72.79000091552734,223.61000061035156,17.1200008392334,31.649999618530273
2024-04-26,185.4967498779297,270.462890625,457.01568603515625,65.60922241210938,74.4800033569336,236.32000732421875,17.8799991607666,33.33000183105469
2024-04-29,185.29544067382812,267.8225402832031,451.75787353515625,66.63375091552734,75.30999755859375,218.16000366210938,17.34000015258789,33.41999816894531
2024-04-30,183.81906127929688,264.6402587890625,445.9267883300781,67.55879974365234,73.0,203.92999267578125,16.489999771118164,31.8799991607666
2024-05-01,183.93408203125,263.3692626953125,436.9035339355469,65.78826904296875,66.83999633789062,210.08999633789062,16.649999618530273,32.119998931884766
2024-05-02,183.7423553466797,263.655029296875,435.9448547363281,66.62380981445312,70.30000305175781,228.85000610351562,17.610000610351562,34.439998626708984
2024-05-03,182.63986206054688,264.5220642089844,438.3958435058594,65.3506088256836,69.47000122070312,223.25,17.950000762939453,34.93000030517578
2024-05-06,184.06829833984375,268.6402893066406,444.1181945800781,65.2610855102539,73.52999877929688,226.92999267578125,17.780000686645508,36.02000045776367
2024-05-07,183.8286590576172,272.37420654296875,447.7650451660156,65.5694351196289,71.5999984741211,214.33999633789062,17.989999771118164,34.900001525878906
2024-05-08,187.56753540039062,273.0934143066406,449.4550476074219,63.47066116333008,71.13999938964844,211.1999969482422,17.850000381469727,31.579999923706055
2024-05-09,189.3411102294922,274.42352294921875,450.1666259765625,64.10724639892578,73.19999694824219,210.4499969482422,17.299999237060547,34.810001373291016
2024-05-10,190.5586395263672,276.5909729003906,451.6392822265625,62.595340728759766,71.30999755859375,200.9199981689453,16.229999542236328,31.59000015258789
2024-05-13,190.52027893066406,275.26092529296875,452.4101867675781,63.60991287231445,69.73999786376953,199.50999450683594,16.889999389648438,32.0099983215332
2024-05-14,193.1854248046875,273.6353454589844,448.8917541503906,64.23656463623047,71.19999694824219,203.0500030517578,18.020000457763672,33.439998626708984
2024-05-15,193.76063537597656,277.3397521972656,452.6473388671875,63.5601806640625,71.5199966430664,219.91000366210938,18.520000457763672,32.29999923706055
2024-05-16,194.10577392578125,276.2145080566406,453.50714111328125,63.759117126464844,71.75,199.1699981689453,17.899999618530273,31.31999969482422
2024-05-17,196.32992553710938,276.47119140625,454.8907775878906,64.13709259033203,72.26000213623047,207.60000610351562,20.09000015258789,33.83000183105469
2024-05-20,187.50042724609375,274.931396484375,454.2879333496094,64.42555236816406,73.54000091552734,225.19000244140625,20.84000015258789,33.029998779296875
2024-05-21,191.27767944335938,272.37493896484375,453.7344970703125,63.759117126464844,71.51000213623047,225.77999877929688,20.959999084472656,32.279998779296875
2024-05-22,190.11764526367188,272.00970458984375,451.1846008300781,61.85927200317383,67.33999633789062,231.50999450683594,19.65999984741211,30.610000610351562
2024-05-23,188.78506469726562,270.6772155761719,445.9366760253906,61.25251770019531,66.62000274658203,218.86000061035156,19.239999771118164,29.68000030517578
2024-05-24,192.41851806640625,270.9338684082031,445.9070129394531,61.312198638916016,66.33999633789062,237.64999389648438,20.510000228881836,30.030000686645508
2024-05-28,191.2584686279297,267.4693603515625,439.87835693359375,61.839378356933594,66.08000183105469,245.0,20.469999313354492,29.639999389648438
2024-05-29,189.9259033203125,265.3768005371094,437.298828125,60.725337982177734,65.55999755859375,236.64999389648438,21.084999084472656,28.719999313354492
2024-05-30,191.0955047607422,267.78515625,436.93316650390625,62.17757034301758,65.0199966430664,234.75999450683594,21.84000015258789,29.360000610351562
2024-05-31,194.25917053222656,268.93011474609375,441.8450927734375,62.65502166748047,64.08000183105469,225.9199981689453,20.899999618530273,29.270000457763672
2024-06-03,193.48265075683594,266.8770751953125,438.01043701171875,63.12251663208008,64.30000305175781,231.38999938964844,21.280000686645508,28.809999465942383
2024-06-04,190.9325408935547,268.89068603515625,439.5719299316406,62.99321365356445,64.25,244.1999969482422,20.780000686645508,30.139999389648438
2024-06-05,189.11102294921875,270.9436950683594,441.4399108886719,63.19214630126953,64.80000305175781,251.39999389648438,21.56999969482422,31.0
2024-06-06,188.77545166015625,273.4508056640625,443.43621826171875,66.66358947753906,66.4000015258789,257.0799865722656,22.969999313354492,31.190000534057617
2024-06-07,191.6898956298828,275.0596923828125,444.5333251953125,66.94210052490234,65.0999984741211,244.16000366210938,22.18000030517578,30.049999237060547
2024-06-10,191.3639373779297,271.4767150878906,443.9996032714844,66.73320770263672,64.33999633789062,249.80999755859375,23.420000076293945,30.440000534057617
