Ticker,MaxSharpe_Weight,MinVar_Weight
JPM,0.7035119802209373,0.32714762493863075
V,0.0,0.44901051006101717
MA,0.0,0.222012059852049
PYPL,0.0,0.0018298051483031192
XYZ,9.2770820657097e-17,0.0
COIN,3.29326674590268e-16,0.0
HOOD,0.2910553800844066,0.0
AFRM,0.005432639694655945,3.51414911574496e-17
