Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Mid,BB_Upper,BB_Lower,BB_Width,Daily_Return,Log_Return,Volatility_20d,Volume_MA20,Volume_Ratio,Target
2020-10-15,202.05970764160156,202.3978958902961,197.0743678473416,198.9264653076996,7626700,191.97114105224608,193.30709899902342,148.12463745117188,197.28280686030786,193.93975521872574,3.3430516415821216,1.8219881563421674,1.5210634852399543,66.27739052354907,191.97114105224608,208.22178199926148,175.72050010523068,0.16930295728765493,-0.0022593138680928604,-0.0022618699684178226,0.33783206813425626,7845325.0,0.9721330856274278,1
2020-10-16,203.36273193359375,206.36667582435476,201.1445953225798,203.35279057754178,9662200,193.3825942993164,193.31426086425782,148.59064594268798,198.2181799485057,194.63775349390113,3.580426454604577,2.1736758159946494,1.4067506386099278,63.70450576980192,193.3825942993164,208.32683894299757,178.43834965563522,0.15455625360522945,0.0064487091820570885,0.006428005218557012,0.337150401644526,7650575.0,1.2629377530447057,0
2020-10-19,198.99607849121094,206.1279466098807,198.04119227069268,204.4270488893638,6566700,194.220613861084,193.3427084350586,149.04471824645995,198.33785664738343,194.96059238259073,3.3772642647927,2.41439350575426,0.9628707590384402,55.882343394264154,194.220613861084,208.3927270287583,180.0485006934097,0.14593830063590346,-0.021472240271677268,-0.02170612287205322,0.3288093369529276,7290630.0,0.9007040543821316,1
2020-10-20,200.885986328125,204.3773147350953,199.2447518976016,200.07033979096008,4867700,194.92584381103515,193.51458953857423,149.50122760772706,198.72987659826674,195.3995104526303,3.3303661456364466,2.5975880337306974,0.7327781119057493,55.28630339557094,194.92584381103515,208.9421491531908,180.9095384688795,0.14381166774112644,0.009497211458855626,0.009452396467638964,0.32061099172319873,7087050.0,0.6868443146302058,1
2020-10-21,211.93690490722656,214.68222181355995,204.9243936432528,207.19226743058107,17247200,196.49047927856446,193.99283264160155,150.01547828674316,200.76172710733746,196.62450263445223,4.1372244728852365,2.905515321561605,1.2317091513236313,63.98959463404134,196.49047927856446,210.7778967328928,182.20306182423613,0.14542605328040417,0.05501089837621187,0.05355109708909236,0.3384330962359896,7610290.0,2.2662999701719646,0
2020-10-22,202.8455047607422,211.21078450942755,201.06503055545346,210.77312197557504,12398300,197.5716979980469,194.2436911010742,150.4735791015625,201.08230828478435,197.08531760677,3.996990678014356,3.1238103928521554,0.8731802851622006,59.73121588720466,197.5716979980469,210.16636326491817,184.9770327311756,0.1274946299949884,-0.042896729809582035,-0.043843983016269135,0.38401298854428667,7861480.0,1.5770948981616693,0
2020-10-23,201.96022033691406,205.14321478028998,200.1399656897051,205.14321478028998,6644700,198.35699844360352,194.44203033447266,150.9235234069824,201.2173716774197,197.44642151270656,3.7709501647131276,3.25323834722435,0.5177118174887778,55.36299702310463,198.35699844360352,209.89468276691676,186.81931412029027,0.11633251575536031,-0.004364328531077488,-0.004373880013510119,0.37664054713747575,7813390.0,0.8504247196159413,0
2020-10-26,196.1711883544922,202.80571557802682,194.01273020169714,199.59289691699158,7716000,198.61561584472656,194.5566177368164,151.34273216247558,200.4410357815847,197.35195979728326,3.089075984301445,3.220405874639769,-0.13132989033832398,54.765175955334676,198.61561584472656,209.68105634142643,187.5501753480267,0.11142568472914625,-0.028664218987107914,-0.029083060981086872,0.38524407953360656,7819660.0,0.9867436691620863,1
2020-10-27,199.36412048339844,200.24940209836166,196.66854056670834,197.73284249178835,4754400,198.91053924560546,194.6389776611328,151.76621807098388,200.27535650494065,197.5010087369955,2.7743477679451587,3.1311942533008468,-0.3568464853556881,54.965879473966936,198.91053924560546,209.70924690440324,188.11183158680768,0.10857853686137807,0.01627625420271417,0.01614521593999577,0.3867333879194513,7720750.0,0.615795097626526,0
2020-10-28,191.28729248046875,197.33496084562685,190.48160249104436,195.91257287469597,8050000,198.6757942199707,194.59401794433595,152.152502822876,198.89257742425266,197.04073345873425,1.8518439655184125,2.8753241957443603,-1.0234802302259478,49.42457766936243,198.6757942199707,209.93675602476216,187.41483241517923,0.11336017906966064,-0.040512946779720393,-0.04135645688203048,0.41197133474747305,7726270.0,1.0418999077174367,1
2020-10-29,194.0027618408203,196.53920386180508,191.2872843531892,193.04787566342222,7627100,198.581298828125,194.64574096679686,152.55132049560547,198.1402981037246,196.81569852407395,1.324599579650652,2.5651792725256186,-1.2405796928749666,48.24932264204887,198.581298828125,209.97157030467352,187.19102735157648,0.11471645662270509,0.014195764523295962,0.014095948195042621,0.415445285730598,7744180.0,0.9848815497573662,0
2020-10-30,185.14016723632812,194.29123868578978,181.947231308511,192.26207888746407,12029700,198.2938362121582,194.40602264404296,152.9030898284912,196.140277970279,195.95084435461132,0.18943361566766725,2.0900301411540285,-1.9005965254863613,38.750752319567844,198.2938362121582,210.74249428470665,185.84517813960974,0.12555769065085218,-0.04568282698863824,-0.04675919631964778,0.4373416207056486,8018345.0,1.5002721883381172,1
2020-11-02,186.76148986816406,191.68019972276227,184.06591010416935,188.004842388217,14386000,197.8417526245117,194.22638305664063,153.25978275299073,194.69738749303053,195.2701514296893,-0.5727639366587596,1.557471325591471,-2.1302352622502303,34.33185294896752,197.8417526245117,211.2879974766252,184.39550777239822,0.13592929372834078,0.00875727107757407,0.00871914858355231,0.42752729915429283,8486440.0,1.6951748907669175,0
2020-11-03,178.853759765625,187.7462188650604,173.8803499943651,176.99370936801927,31656000,197.25240325927734,193.84701110839845,153.57638999938965,192.25990630419892,194.05412241753638,-1.7942161133374555,0.8871338378056857,-2.681349951143141,32.39601999402005,197.25240325927734,212.88334333465804,181.62146318389665,0.15848668829484108,-0.04234133122476791,-0.04326386014136969,0.44307387810612553,9773150.0,3.2390784956743732,1
2020-11-04,193.2567596435547,193.96299054369717,183.1309041404395,185.76680537677106,16107000,197.23648834228516,193.70019592285155,153.96824493408204,192.41326835640749,193.99505850835254,-1.5817901519450572,0.39334903985553715,-1.9751391918005945,44.57653320036716,197.23648834228516,212.8838328301215,181.58914385444882,0.15866581908193234,0.08052947780803588,0.07745117822897925,0.5303144542911894,10367065.0,1.5536702046336162,1
2020-11-05,203.47213745117188,203.83022356060772,198.3097356974896,201.22416170605047,15188500,197.80842971801758,193.72168060302735,154.3992903137207,194.11463283252507,194.6970643559688,-0.5824315234437165,0.19819292719568643,-0.7806244506394029,50.06073465039713,197.80842971801758,213.4911726022155,182.12568683381966,0.15856496011372403,0.05285909701921199,0.05150941320044879,0.5606099810026559,10847360.0,1.4002024455720101,0
2020-11-06,201.65188598632812,203.83024208523392,197.49412233889453,203.51195172438727,8075100,198.07997817993163,193.6896517944336,154.82576023101808,195.27421024080246,195.212236328588,0.06197391221445514,0.17094912419944017,-0.10897521198498503,51.517221961193165,198.07997817993163,213.83489188681966,182.3250644730436,0.15907628677721888,-0.008945949492866423,-0.008986204759926501,0.5579000089406413,10896995.0,0.7410391580431119,0
2020-11-09,183.73765563964844,195.0273021271666,183.45914590085462,194.69905525409337,18986400,197.24494323730468,193.29655364990234,155.17131275177002,193.49935568677876,194.36226738866657,-0.8629117018878105,-0.03582304101800998,-0.8270886608698005,41.71949222039739,197.24494323730468,214.19829603714754,180.29159043746182,0.17190152022753094,-0.08883740540812135,-0.09303391840305149,0.6382957642259843,11316155.0,1.6778137096920287,0
2020-11-10,182.38490295410156,185.71709392296904,177.650221816986,183.99628303291294,13144300,196.03242568969728,192.8831640625,155.50373558044433,191.7894398817515,193.4750552083284,-1.685615326576908,-0.3657814981297896,-1.3198338284471185,34.25542514384345,196.03242568969728,213.6151067599389,178.44974461945566,0.17938543593878203,-0.007362413985513849,-0.007389650321156201,0.6251923192264249,11566105.0,1.136449997643978,1
2020-11-11,191.31712341308594,192.07309141190922,185.40871017718177,186.50087812665421,9151700,195.47241897583007,192.5531283569336,155.8801231765747,191.71677580964908,193.3152084086808,-1.5984325990317245,-0.6123117183101766,-0.9861208807215479,43.847528438092226,195.47241897583007,212.89819890264974,178.0466390490104,0.17829400196837333,0.04897456047243254,0.04781307790220377,0.6513722875540063,11594285.0,0.7893285355673075,0
2020-11-12,188.09437561035156,193.8635191706586,187.42792530219418,192.91857428941128,7096100,194.77415237426757,192.1210385131836,156.23810924530028,191.15948347129563,192.928480053249,-1.7689965819533597,-0.8436486910388132,-0.9253478909145465,42.78019802987101,194.77415237426757,212.20773283071816,177.340571917817,0.17901328532495575,-0.0168450567583327,-0.01698854842637006,0.6534917508778175,11567755.0,0.6134379574947775,0
2020-11-13,187.61691284179688,190.71037445008366,185.85633664041006,190.09068647506322,6017200,193.98686141967772,191.7953793334961,156.60977210998536,190.6144726052189,192.53503063017845,-1.920558024959547,-1.0590305578229602,-0.8615274671365869,45.28507796261555,193.98686141967772,211.20821929577846,176.76550354357698,0.17755179655021555,-0.0025384212951894414,-0.0025416485491022637,0.6525884897544278,11385505.0,0.5284965401183347,1
2020-11-16,190.9192657470703,191.35692825604025,182.5639278300405,184.20516223867773,10127800,193.5830207824707,191.79736877441405,156.98491645812987,190.66136385781144,192.41534434254083,-1.7539804847293965,-1.1980205432042474,-0.555959941525149,45.35099585636658,193.5830207824707,210.68819504454194,176.47784652039945,0.17672184464248375,0.017601573628162503,0.017448460013848168,0.6528314397980234,11563560.0,0.8758375448391326,1
